question,label
企业编号A8329374620000036278的公司员工月平均收入是多少,2
企业编号R45#3的公司法人代表,2
企业编号A8329374620000036的公司是否是其它企业的集团,2
李子期tk6账户流入多少钱,0
李子期的6月电话催收次数,0
李子期的实还总额,0
中央广场的开发企业是上市公司吗,4
泰禾中央广场所在楼盘项目建筑结构怎么设计的?,3
361002199007109225的5月个人存款余额,0
该54020201122789003211下共计产生了多少房贷,1
恒大城是散户楼盘吗,4
企业编号A8329374620000036278的公司法人代表是谁,2
佳兆业所在楼盘项目外销面积有多大?,3
厦门中禾啥时候成立,2
5110000036925134038的违约率是多少,0
该R47432111#101的母公司是谁,1
置地广场楼盘有多少套房?,3
科达科技投资了哪些楼盘,2
361002199007109225的总评估价值,0
侠客岛里花园岛的保证金额度？,4
企业编号A8329374620000036的公司的对公存款余额查询,2
R457392762631111#301合作协议的合作项目的基本保证金有多少,1
54020201122789003211合作协议合作的企业是哪个分行的,1
R457392762631111#301合作协议合作的企业所在地区是什么,1
李子期tk5超过xx金额的转出有多少笔,0
4112656459232658623怎么还款,0
R457392762631111#301合作协议合作的企业规模有多大,1
恒大城楼盘有多少套房?,3
厦门中禾什么时候成立的,2
佳兆业盐田城市广场开盘时间,4
恒大城楼盘房屋所在国家地区?,3
4112656459232658623一年内信函被催了最大的次数,0
R47432111#101合作协议合作的企业的单位组织性质是什么,1
恒大城楼盘房屋城乡标志?,3
张鑫宇5月逾期金额多少,0
时代天街的保证金金额？,4
苏州华一成立日期,2
佳兆业楼盘项目建筑形式?,3
中央广场有办房产证吗？,4
5110000036925134038的5月逾期金额,0
澳洲阳光小区楼盘房屋在哪个国家?,3
该合作协议下最大贷款是多少,1
中央广场所在楼盘项目土地年限是多少?,3
苏州华一代理人是谁,2
企业编号R827392762312345#1的公司代理人编号是啥,2
世纪出版社是集团公司吗,2
企业编号R45#3的公司在哪个地区,2
科达科技的对公存款是多少,2
企业编号A8329374620000036278的公司名字是什么,2
R457392762631111#301的小区是否办理房产证,1
4112656459232658623的担保物值多少钱,0
54020201122789003211的合作内容是什么,1
该合作协议下最大贷款是多少,1
苏州华一有多少员工,2
澳洲阳光小区所在楼盘项目外销面积有多大?,3
澳洲阳光小区所在楼盘项目土地年限是几年?,3
企业编号R45#3的公司有上市吗,2
科达科技的存款有多少,2
R457392762631111#301的关联楼盘建筑面积是什么,1
企业编号A8329374620000036278的公司员工每个月工资有多少,2
企业编号A8329374620000036278的公司属于什么集团,2
侠客岛的开发企业是上市公司吗,4
恒大城所在楼盘项目采用什么建筑结构?,3
多少笔贷款和R47432111#101关联,1
310107196202013898的信用卡一年内委外催收最大次数,0
310107196202013898的担保物值多少钱,0
中央广场所在楼盘项目外销面积是多少?,3
5110000036925134038最长贷款期限,0
佳兆业所在楼盘项目内销面积有多大?,3
361002199007109225的最小估值,0
该54020201122789003211的合作楼盘楼盘性质如何,1
中央广场所在楼盘项目土地使用年限是多少年?,3
企业编号A8329374620000036的公司投资的楼盘,2
李子期的最大实还总额,0
张鑫宇的贷款是否有合作项目,0
梵天管理员工月平均收入是多少,2
R47432111#101合作协议的合作项目的贴息比例是多少,1
361002199007109225的担保物状态怎么样,0
5110000036925134038的累计拖欠了几期,0
张鑫宇的放款金额是多少,0
R457392762631111#301对应的企业在建行最大贷款余额是多少,1
佳兆业楼盘有多少套房?,3
该54020201122789003211的主体/拥有者单笔最大贷款额是多少,1
佳兆业盐田城市广场楼盘一共有多少套房子?,3
R457392762631111#301合作协议合作的企业是否集团公司,1
澳洲阳光小区所在楼盘项目内销面积是多少?,3
佳兆业楼盘总共有几套房?,3
R457392762631111#301合作协议合作的企业是什么时候成立的,1
苏州华一法人代表是谁,2
该54020201122789003211的主体/拥有者/公司拥有获得最大授信额是多少,1
310107196202013898tk5最大的一笔转入是多少钱,0
企业编号R827392762312345#1的公司叫什么名字,2
54020201122789003211的合作楼盘是什么,1
R47432111#101对应的企业在建行共有多少贷款余额,1
企业编号R827392762312345#1的公司的合作协议,2
4112656459232658623的信用卡一年内最大逾期金额,0
澳洲阳光小区所在楼盘项目建筑形式是什么?,3
企业编号R45#3的公司的对公贷款合同,2
R47432111#101合作协议的合作项目的基本保证金有多少,1
361002199007109225的担保物什么名字,0
佳兆业盐田城市广场楼盘有多少间房?,3
R47432111#101的合作内容是什么,1
泰禾中央广场所在楼盘项目土地年限是几年?,3
世纪出版社员工平均月薪是多少,2
54020201122789003211合作协议的合作项目的保证金存款最高限额是多少,1
苏州华一员工平均月薪是多少,2
梵天管理的存款有多少钱,2
恒大城楼盘有多少间房?,3
R47432111#101合作协议的合作项目的合作方是什么性质的,1
张鑫宇的贷款账户是什么,0
5110000036925134038的保证合同什么状态,0
企业编号R827392762312345#1的公司啥时候成立,2
梵天管理是否是其它企业的集团,2
310107196202013898tk6最大流入金额是多少,0
企业编号A8329374620000036278的公司的对公存款是多少,2
361002199007109225多少的利率,0
企业编号R827392762312345#1的公司什么时候成立的,2
361002199007109225的担保物价值,0
泰禾中央广场所在楼盘项目建筑结构是什么?,3
中央广场所在楼盘项目总共有多少面积?,3
恒大未来城所在楼盘项目采用什么建筑结构?,3
企业编号R827392762312345#1的公司在哪个地区,2
361002199007109225最短贷款期限,0
置地广场所在楼盘项目占地总面积是多少?,3
R47432111#101的小区使用年限,1
企业编号A8329374620000036278的公司所属区域,2
泰禾中央广场楼盘一共有多少套房子?,3
310107196202013898的评估价值,0
企业编号A8329374620000036278的公司是上市公司吗,2
梵天管理上没上市,2
4112656459232658623的5月短息催收次数,0
中央广场所在楼盘项目形式是怎么样的?,3
置地广场所在楼盘项目内销面积多大?,3
310107196202013898的担保金额,0
企业编号A8329374620000036的公司有多少员工,2
恒大未来城所在楼盘项目形式是怎么样的?,3
361002199007109225是否结婚,0
R47432111#101的项目名称是什么,1
佳兆业楼盘房屋套数是多少?,3
该R457392762631111#301的母集团是谁,1
恒大城所在楼盘项目建筑形式是什么?,3
世纪出版社上没上市,2
该R457392762631111#301的主体/拥有者共贷款多少钱,1
梵天管理的存款有多少,2
R457392762631111#301合作协议的合作项目的资源项名称是什么,1
梵天管理有上市吗,2
R47432111#101的合作期限是多少,1
中粮祥云的楼盘数量？,4
梵天管理员工平均月薪是多少,2
企业编号R45#3的公司是什么行业,2
310107196202013898最长贷款期限,0
54020201122789003211的小区建筑结构,1
恒大未来城楼盘项目建筑形式?,3
R47432111#101合作协议合作的企业有多少员工,1
代想玲最近tk5转账最大的转出转给了谁,0
张鑫宇的房屋所在楼盘地址,0
R47432111#101合作协议合作的企业在什么地方,1
孔蓉的客户编号,0
截止目前，该R457392762631111#301的主体/拥有者/公司共计开发建筑面积多少,1
梵天管理是什么行业,2
李子期的拖欠了多少本金,0
企业编号5452612918786270的公司上没上市,2
310107196202013898是否结婚,0
佳兆业盐田城市广场所在楼盘项目内销面积多大?,3
恒大城楼盘房屋套数是多少?,3
4112656459232658623多少岁,0
恒大城楼盘房屋在哪个国家?,3
中央广场楼盘一共有多少套房子?,3
世纪出版社投资了哪些楼盘,2
310107196202013898的最大贷款利率,0
澳洲阳光小区楼盘房屋所在国家地区?,3
中央广场所在楼盘项目是什么建筑形式?,3
企业编号R827392762312345#1的公司员工平均月薪是多少,2
R47432111#101的贷款最长期限是多少,1
厦门中禾员工月平均收入是多少,2
恒大城所在楼盘项目土地年限是几年?,3
苏州华一在哪,2
该R457392762631111#301的合作楼盘坐落于什么地方,1
梵天管理在哪个地区,2
世纪出版社的对公存款余额查询,2
企业编号5452612918786270的公司在哪个地区,2
企业编号A8329374620000036的公司是什么行业,2
54020201122789003211属于什么集团,1
R47432111#101合作协议的合作项目的资源项编号是什么,1
54020201122789003211的担保率是多少,1
张鑫宇的6月短息催收次数,0
佳兆业所在楼盘项目土地使用年限是多少年?,3
置地广场所在楼盘项目形式是怎么样的?,3
R47432111#101对应的企业拥有贷款合同最大授信金额是多少,1
